Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
38352,STANDARD,LURAY,TN,PRIMARY,35.6,-88.59,NA-US-TN-LURAY,false,254,480,7583470
37779,STANDARD,LUTTRELL,TN,PRIMARY,36.2,-83.74,NA-US-TN-LUTTRELL,false,1466,2819,37620809
38471,STANDARD,LUTTS,TN,PRIMARY,35.11,-87.9,NA-US-TN-LUTTS,false,,,
37098,STANDARD,LYLES,TN,PRIMARY,35.87,-87.32,NA-US-TN-LYLES,false,2257,4148,60539076
37352,STANDARD,LYNCHBURG,TN,PRIMARY,35.28,-86.35,NA-US-TN-LYNCHBURG,false,1416,2638,47571799
38472,STANDARD,LYNNVILLE,TN,PRIMARY,35.37,-87,NA-US-TN-LYNNVILLE,false,1212,2244,37553004
37353,STANDARD,MC DONALD,TN,PRIMARY,35.08,-84.98,NA-US-TN-MC DONALD,false,2137,3991,77833613
37101,STANDARD,MC EWEN,TN,PRIMARY,36.1,-87.63,NA-US-TN-MC EWEN,false,2738,5110,83021177
38201,STANDARD,MC KENZIE,TN,PRIMARY,36.13,-88.51,NA-US-TN-MC KENZIE,false,3936,7292,111514909
38235,PO BOX,MC LEMORESVILLE,TN,PRIMARY,35.98,-88.57,NA-US-TN-MC LEMORESVILLE,false,,,
37110,STANDARD,MCMINNVILLE,TN,PRIMARY,35.68,-85.77,NA-US-TN-MCMINNVILLE,false,12642,23490,334834316
37111,PO BOX,MCMINNVILLE,TN,PRIMARY,35.68,-85.77,NA-US-TN-MCMINNVILLE,false,500,838,11122981
37115,STANDARD,MADISON,TN,PRIMARY,36.25,-86.69,NA-US-TN-MADISON,false,16747,27744,446316066
37116,PO BOX,MADISON,TN,PRIMARY,36.25,-86.69,NA-US-TN-MADISON,false,413,614,9887670
37354,STANDARD,MADISONVILLE,TN,PRIMARY,35.52,-84.35,NA-US-TN-MADISONVILLE,false,6713,12486,178172371
37349,PO BOX,MANCHESTER,TN,PRIMARY,35.46,-86.08,NA-US-TN-MANCHESTER,false,465,779,12715756
37355,STANDARD,MANCHESTER,TN,PRIMARY,35.46,-86.08,NA-US-TN-MANCHESTER,false,10598,19573,320000676
38236,STANDARD,MANSFIELD,TN,PRIMARY,36.18,-88.28,NA-US-TN-MANSFIELD,false,292,547,6691473
38237,STANDARD,MARTIN,TN,PRIMARY,36.34,-88.85,NA-US-TN-MARTIN,false,5813,10359,184075198
38238,UNIQUE,MARTIN,TN,PRIMARY,36.34,-88.85,NA-US-TN-MARTIN,false,,,
37801,STANDARD,MARYVILLE,TN,PRIMARY,35.74,-83.97,NA-US-TN-MARYVILLE,false,10764,19697,349787866
37802,PO BOX,MARYVILLE,TN,PRIMARY,35.74,-83.97,NA-US-TN-MARYVILLE,false,977,1598,28024805
37803,STANDARD,MARYVILLE,TN,PRIMARY,35.74,-83.97,NA-US-TN-MARYVILLE,false,13958,26014,549604767
37804,STANDARD,MARYVILLE,TN,PRIMARY,35.74,-83.97,NA-US-TN-MARYVILLE,false,10359,18783,333254626
37878,STANDARD,TALLASSEE,TN,PRIMARY,35.55,-83.93,NA-US-TN-TALLASSEE,false,,,
37806,STANDARD,MASCOT,TN,PRIMARY,36.06,-83.76,NA-US-TN-MASCOT,false,1296,2377,38759634
38010,PO BOX,BRADEN,TN,PRIMARY,35.36,-89.57,NA-US-TN-BRADEN,false,,,
38049,STANDARD,MASON,TN,PRIMARY,35.41,-89.53,NA-US-TN-MASON,false,1959,3488,58425615
38050,PO BOX,MAURY CITY,TN,PRIMARY,35.81,-89.22,NA-US-TN-MAURY CITY,false,384,679,8094757
37807,STANDARD,MAYNARDVILLE,TN,PRIMARY,36.24,-83.8,NA-US-TN-MAYNARDVILLE,false,3880,7401,103227514
38355,STANDARD,MEDINA,TN,PRIMARY,35.8,-88.77,NA-US-TN-MEDINA,false,2348,4790,104554229
38356,STANDARD,MEDON,TN,PRIMARY,35.45,-88.86,NA-US-TN-MEDON,false,1030,1933,33232379
37501,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,521,539,0
37544,UNIQUE,MEMPHIS,TN,PRIMARY,35.15,-90.05,NA-US-TN-MEMPHIS,false,,,
38101,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,435,657,11331717
38103,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,4999,6948,332100687
38104,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,10387,15241,435448708
38105,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,2435,3894,49335921
38106,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,12389,20451,219456002
38107,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,8353,13661,183507634
38108,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,8197,13831,143911151
38109,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,22588,37835,480202254
38111,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,18831,30297,753214498
38112,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,7413,12075,233994596
38113,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38114,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,12739,21150,233344846
38115,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,18110,30519,430703897
38116,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,19662,33046,489569170
38117,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,13702,22633,768934108
38118,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,18925,32640,427345373
38119,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,10867,18075,540879556
38120,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,7314,12511,684343595
38122,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,10675,17700,262430579
38124,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38125,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,17490,30364,806241948
38126,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,2620,4489,35853341
38127,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,19844,33891,400277116
38128,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,18899,32355,465905040
38130,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,333,580,38261845
38131,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38132,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38133,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,9270,16888,419312045
38134,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,17696,30282,568072264
38135,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,13502,24884,624309598
38136,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38137,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38141,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,10815,18497,327860921
38145,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38147,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38148,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38150,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38151,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38152,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38157,STANDARD,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38159,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38161,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38163,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38166,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38167,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,340,563,7702150
38168,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,357,594,9829450
38173,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38174,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,342,486,10914282
38175,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,775,1274,22673894
38177,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38181,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,610,1022,14549340
38182,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38184,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,454,717,14257529
38186,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,374,575,9462064
38187,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,298,443,13660374
38188,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38190,PO BOX,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,351,561,7043031
38193,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38194,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38197,UNIQUE,MEMPHIS,TN,PRIMARY,35.1,-90,NA-US-TN-MEMPHIS,false,,,
38392,STANDARD,MERCER,TN,PRIMARY,35.48,-89.03,NA-US-TN-MERCER,false,338,612,9080657
38357,STANDARD,MICHIE,TN,PRIMARY,35.06,-88.42,NA-US-TN-MICHIE,false,1157,2162,31856638
38052,STANDARD,MIDDLETON,TN,PRIMARY,35.06,-88.89,NA-US-TN-MIDDLETON,false,1551,2948,43131942
38358,STANDARD,MILAN,TN,PRIMARY,35.91,-88.75,NA-US-TN-MILAN,false,5120,9401,153411110
38359,STANDARD,MILLEDGEVILLE,TN,PRIMARY,35.37,-88.36,NA-US-TN-MILLEDGEVILLE,false,,,
37682,PO BOX,MILLIGAN COLLEGE,TN,PRIMARY,36.26,-82.29,NA-US-TN-MILLIGAN COLLEGE,false,,,
38053,STANDARD,MILLINGTON,TN,PRIMARY,35.33,-89.88,NA-US-TN-MILLINGTON,false,12348,22315,426557877
38054,PO BOX,MILLINGTON,TN,PRIMARY,35.33,-89.88,NA-US-TN-MILLINGTON,false,,,
38055,UNIQUE,MILLINGTON,TN,PRIMARY,35.33,-89.88,NA-US-TN-MILLINGTON,false,,,
38083,PO BOX,MILLINGTON,TN,PRIMARY,35.33,-89.88,NA-US-TN-MILLINGTON,false,324,539,11173852
37118,STANDARD,MILTON,TN,PRIMARY,35.92,-86.17,NA-US-TN-MILTON,false,546,1040,22785046
38473,STANDARD,MINOR HILL,TN,PRIMARY,35.03,-87.17,NA-US-TN-MINOR HILL,false,462,855,13557953
37119,PO BOX,MITCHELLVILLE,TN,PRIMARY,36.63,-86.53,NA-US-TN-MITCHELLVILLE,false,,,
37810,STANDARD,MOHAWK,TN,PRIMARY,36.19,-83.05,NA-US-TN-MOHAWK,false,781,1476,21892654
38573,STANDARD,MONROE,TN,PRIMARY,36.45,-85.2,NA-US-TN-MONROE,false,878,1702,23025090
37356,STANDARD,MONTEAGLE,TN,PRIMARY,35.24,-85.84,NA-US-TN-MONTEAGLE,false,1126,2019,29003592
38574,STANDARD,MONTEREY,TN,PRIMARY,36.13,-85.24,NA-US-TN-MONTEREY,false,3370,6439,78554044
37811,STANDARD,MOORESBURG,TN,PRIMARY,36.34,-83.22,NA-US-TN-MOORESBURG,false,1358,2558,33255240
38361,STANDARD,MORRIS CHAPEL,TN,PRIMARY,35.31,-88.35,NA-US-TN-MORRIS CHAPEL,false,441,821,10978313
37357,STANDARD,MORRISON,TN,PRIMARY,35.6,-85.91,NA-US-TN-MORRISON,false,2305,4350,63294749
37778,PO BOX,LOWLAND,TN,PRIMARY,36.15,-83.2,NA-US-TN-LOWLAND,false,,,
37813,STANDARD,MORRISTOWN,TN,PRIMARY,36.21,-83.29,NA-US-TN-MORRISTOWN,false,7081,13004,185035581
37814,STANDARD,MORRISTOWN,TN,PRIMARY,36.21,-83.29,NA-US-TN-MORRISTOWN,false,13534,24892,425752922
37815,PO BOX,MORRISTOWN,TN,PRIMARY,36.21,-83.29,NA-US-TN-MORRISTOWN,false,309,538,8794880
37816,PO BOX,MORRISTOWN,TN,PRIMARY,36.21,-83.29,NA-US-TN-MORRISTOWN,false,,,
38057,STANDARD,MOSCOW,TN,PRIMARY,35.06,-89.39,NA-US-TN-MOSCOW,false,1709,3088,58985823
37809,STANDARD,MIDWAY,TN,PRIMARY,36.28,-82.42,NA-US-TN-MIDWAY,false,834,1580,24600102
37818,STANDARD,MOSHEIM,TN,PRIMARY,36.19,-82.95,NA-US-TN-MOSHEIM,false,2267,4149,59772047
38575,STANDARD,MOSS,TN,PRIMARY,36.59,-85.68,NA-US-TN-MOSS,false,487,898,10561636
37680,STANDARD,LAUREL BLOOMERY,TN,PRIMARY,36.55,-81.76,NA-US-TN-LAUREL BLOOMERY,false,268,488,5815384
37683,STANDARD,MOUNTAIN CITY,TN,PRIMARY,36.47,-81.8,NA-US-TN-MOUNTAIN CITY,false,4605,8327,108058931
37684,PO BOX,MOUNTAIN HOME,TN,PRIMARY,36.3,-82.36,NA-US-TN-MOUNTAIN HOME,false,256,377,6330005
37121,PO BOX,MOUNT JULIET,TN,PRIMARY,36.2,-86.52,NA-US-TN-MOUNT JULIET,false,386,661,14524924
37122,STANDARD,MOUNT JULIET,TN,PRIMARY,36.2,-86.52,NA-US-TN-MOUNT JULIET,false,20844,39644,1038136202
38474,STANDARD,MOUNT PLEASANT,TN,PRIMARY,35.55,-87.19,NA-US-TN-MOUNT PLEASANT,false,3360,6158,97551380
37359,STANDARD,MULBERRY,TN,PRIMARY,35.18,-86.41,NA-US-TN-MULBERRY,false,309,582,9866372
38058,STANDARD,MUNFORD,TN,PRIMARY,35.44,-89.8,NA-US-TN-MUNFORD,false,4647,8770,169972690
37127,STANDARD,MURFREESBORO,TN,PRIMARY,35.85,-86.39,NA-US-TN-MURFREESBORO,false,7073,13028,301160328
37128,STANDARD,MURFREESBORO,TN,PRIMARY,35.85,-86.39,NA-US-TN-MURFREESBORO,false,18072,33173,796461660
37129,STANDARD,MURFREESBORO,TN,PRIMARY,35.85,-86.39,NA-US-TN-MURFREESBORO,false,21459,39668,902858524
37130,STANDARD,MURFREESBORO,TN,PRIMARY,35.85,-86.39,NA-US-TN-MURFREESBORO,false,20872,34702,680894938
37131,UNIQUE,MURFREESBORO,TN,PRIMARY,35.85,-86.39,NA-US-TN-MURFREESBORO,false,,,
37132,UNIQUE,MURFREESBORO,TN,PRIMARY,35.85,-86.39,NA-US-TN-MURFREESBORO,false,,,
37133,PO BOX,MURFREESBORO,TN,PRIMARY,35.85,-86.39,NA-US-TN-MURFREESBORO,false,626,1034,18469841
37201,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,767,905,34289275
37202,PO BOX,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,393,534,17353910
37203,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,5766,8082,304105666
37204,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,6137,9258,296997346
37205,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,12545,20486,1057490769
37206,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,12229,18699,369511129
37207,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,16463,27295,402476278
37208,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,6437,10039,141819878
37209,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,16136,24971,516563082
37210,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,6369,10103,147790264
37211,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,33057,53955,1080761642
37212,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,6761,9599,384872579
37213,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37214,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,15882,24868,571965786
37215,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,11729,19011,1012769462
37216,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,9387,14849,279465371
37217,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,14205,23166,409496387
37218,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,6476,10571,188070481
37219,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,954,1212,44957299
37220,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,3281,5889,217089770
37221,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,18573,31609,944102941
37222,PO BOX,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,429,623,11812533
37224,PO BOX,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37227,PO BOX,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37228,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,684,999,20720660
37229,PO BOX,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,330,502,14113292
37230,PO BOX,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37232,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37234,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37235,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37236,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37238,STANDARD,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37240,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37241,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37242,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37243,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37244,PO BOX,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37246,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
37250,UNIQUE,NASHVILLE,TN,PRIMARY,36.17,-86.78,NA-US-TN-NASHVILLE,false,,,
38059,STANDARD,NEWBERN,TN,PRIMARY,36.11,-89.26,NA-US-TN-NEWBERN,false,3268,6187,103334497
37134,STANDARD,NEW JOHNSONVILLE,TN,PRIMARY,36.01,-87.95,NA-US-TN-NEW JOHNSONVILLE,false,1425,2664,47936428
37820,STANDARD,NEW MARKET,TN,PRIMARY,36.09,-83.55,NA-US-TN-NEW MARKET,false,3265,6133,99722561
37821,STANDARD,NEWPORT,TN,PRIMARY,35.96,-83.19,NA-US-TN-NEWPORT,false,9033,16194,216382301
37822,PO BOX,NEWPORT,TN,PRIMARY,35.96,-83.19,NA-US-TN-NEWPORT,false,573,965,12788999
37773,PO BOX,LONE MOUNTAIN,TN,PRIMARY,36.38,-83.58,NA-US-TN-LONE MOUNTAIN,false,,,
37824,PO BOX,NEW TAZEWELL,TN,PRIMARY,36.43,-83.6,NA-US-TN-NEW TAZEWELL,false,892,1648,23825176
37825,STANDARD,NEW TAZEWELL,TN,PRIMARY,36.43,-83.6,NA-US-TN-NEW TAZEWELL,false,2602,4883,69751254
37826,STANDARD,NIOTA,TN,PRIMARY,35.51,-84.54,NA-US-TN-NIOTA,false,1850,3500,54019773
37135,STANDARD,NOLENSVILLE,TN,PRIMARY,35.94,-86.64,NA-US-TN-NOLENSVILLE,false,3740,7720,229515974
37136,PO BOX,NORENE,TN,PRIMARY,36.11,-86.29,NA-US-TN-NORENE,false,,,
37360,STANDARD,NORMANDY,TN,PRIMARY,35.45,-86.25,NA-US-TN-NORMANDY,false,762,1407,23902961
37828,PO BOX,NORRIS,TN,PRIMARY,36.21,-84.06,NA-US-TN-NORRIS,false,775,1392,34128658
37137,STANDARD,NUNNELLY,TN,PRIMARY,35.89,-87.52,NA-US-TN-NUNNELLY,false,1112,2055,28718676
37829,STANDARD,OAKDALE,TN,PRIMARY,35.98,-84.55,NA-US-TN-OAKDALE,false,700,1365,22737793
38362,STANDARD,OAKFIELD,TN,PRIMARY,35.75,-88.79,NA-US-TN-OAKFIELD,false,563,1029,19173012
38048,PO BOX,MACON,TN,PRIMARY,35.17,-89.54,NA-US-TN-MACON,false,,,
38060,STANDARD,OAKLAND,TN,PRIMARY,35.22,-89.51,NA-US-TN-OAKLAND,false,4281,8119,194932757
37830,STANDARD,OAK RIDGE,TN,PRIMARY,35.96,-84.29,NA-US-TN-OAK RIDGE,false,13844,24008,534472787
37831,PO BOX,OAK RIDGE,TN,PRIMARY,35.96,-84.29,NA-US-TN-OAK RIDGE,false,467,753,20354369
38240,STANDARD,OBION,TN,PRIMARY,36.26,-89.19,NA-US-TN-OBION,false,929,1710,23843943
37361,STANDARD,OCOEE,TN,PRIMARY,35.1,-84.7,NA-US-TN-OCOEE,false,631,1191,16995917
37316,PO BOX,CONASAUGA,TN,PRIMARY,35,-84.73,NA-US-TN-CONASAUGA,false,,,
37362,STANDARD,OLD FORT,TN,PRIMARY,35.04,-84.64,NA-US-TN-OLD FORT,false,1431,2722,41007279
37138,STANDARD,OLD HICKORY,TN,PRIMARY,36.22,-86.61,NA-US-TN-OLD HICKORY,false,10925,19305,482209033
38475,STANDARD,OLIVEHILL,TN,PRIMARY,35.26,-88.04,NA-US-TN-OLIVEHILL,false,,,
37840,STANDARD,OLIVER SPRINGS,TN,PRIMARY,36.03,-84.32,NA-US-TN-OLIVER SPRINGS,false,4037,7474,127006443
37841,STANDARD,ONEIDA,TN,PRIMARY,36.5,-84.51,NA-US-TN-ONEIDA,false,3490,6736,93762687
37140,STANDARD,ONLY,TN,PRIMARY,35.87,-87.65,NA-US-TN-ONLY,false,,,
37363,STANDARD,OOLTEWAH,TN,PRIMARY,35.06,-85.09,NA-US-TN-OOLTEWAH,false,13107,25051,646680504
37141,STANDARD,ORLINDA,TN,PRIMARY,36.6,-86.67,NA-US-TN-ORLINDA,false,484,918,14882122
38577,STANDARD,PALL MALL,TN,PRIMARY,36.56,-84.95,NA-US-TN-PALL MALL,false,436,821,11063705
37365,STANDARD,PALMER,TN,PRIMARY,35.35,-85.56,NA-US-TN-PALMER,false,587,1114,13833130
38241,STANDARD,PALMERSVILLE,TN,PRIMARY,36.41,-88.58,NA-US-TN-PALMERSVILLE,false,345,659,8989018
37142,STANDARD,PALMYRA,TN,PRIMARY,36.41,-87.5,NA-US-TN-PALMYRA,false,750,1428,22599665
38242,STANDARD,PARIS,TN,PRIMARY,36.3,-88.3,NA-US-TN-PARIS,false,8597,15360,223838236
37843,STANDARD,PARROTTSVILLE,TN,PRIMARY,36,-83.09,NA-US-TN-PARROTTSVILLE,false,1563,2947,41863078
38328,STANDARD,DARDEN,TN,PRIMARY,35.63,-88.23,NA-US-TN-DARDEN,false,377,695,10779044
38363,STANDARD,PARSONS,TN,PRIMARY,35.65,-88.12,NA-US-TN-PARSONS,false,2348,4358,62860348
37143,STANDARD,PEGRAM,TN,PRIMARY,36.1,-87.05,NA-US-TN-PEGRAM,false,1851,3423,73157985
37366,STANDARD,PELHAM,TN,PRIMARY,35.32,-85.78,NA-US-TN-PELHAM,false,372,687,9833180
37144,STANDARD,PETERSBURG,TN,PRIMARY,35.31,-86.63,NA-US-TN-PETERSBURG,false,1408,2674,41962060
37845,PO BOX,PETROS,TN,PRIMARY,36.09,-84.44,NA-US-TN-PETROS,false,254,485,6441149
37846,STANDARD,PHILADELPHIA,TN,PRIMARY,35.67,-84.4,NA-US-TN-PHILADELPHIA,false,2015,3870,58175903
38365,PO BOX,PICKWICK DAM,TN,PRIMARY,35.05,-88.25,NA-US-TN-PICKWICK DAM,false,,,
37367,STANDARD,PIKEVILLE,TN,PRIMARY,35.6,-85.19,NA-US-TN-PIKEVILLE,false,3542,6766,88963763
37686,STANDARD,PINEY FLATS,TN,PRIMARY,36.44,-82.34,NA-US-TN-PINEY FLATS,false,3437,6153,137757944
37699,UNIQUE,PINEY FLATS,TN,PRIMARY,36.44,-82.34,NA-US-TN-PINEY FLATS,false,,,
38366,STANDARD,PINSON,TN,PRIMARY,35.47,-88.73,NA-US-TN-PINSON,false,1104,2036,33209468
37847,STANDARD,PIONEER,TN,PRIMARY,36.46,-84.29,NA-US-TN-PIONEER,false,987,1952,26255107
