Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
705,STANDARD,AIBONITO,PR,PRIMARY,18.14,-66.26,NA-US-PR-AIBONITO,false,,,
610,STANDARD,ANASCO,PR,PRIMARY,18.28,-67.14,NA-US-PR-ANASCO,false,,,
611,PO BOX,ANGELES,PR,PRIMARY,18.28,-66.79,NA-US-PR-ANGELES,false,,,
612,STANDARD,ARECIBO,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,false,,,
601,STANDARD,ADJUNTAS,PR,PRIMARY,18.16,-66.72,NA-US-PR-ADJUNTAS,false,,,
631,PO BOX,CASTANER,PR,PRIMARY,18.19,-66.82,NA-US-PR-CASTANER,false,,,
602,STANDARD,AGUADA,PR,PRIMARY,18.38,-67.18,NA-US-PR-AGUADA,false,,,
603,STANDARD,AGUADILLA,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,false,,,
604,PO BOX,AGUADILLA,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,false,,,
605,PO BOX,AGUADILLA,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,false,,,
703,STANDARD,AGUAS BUENAS,PR,PRIMARY,18.25,-66.1,NA-US-PR-AGUAS BUENAS,false,,,
704,STANDARD,AGUIRRE,PR,PRIMARY,17.96,-66.22,NA-US-PR-AGUIRRE,false,,,
7675,STANDARD,WESTWOOD,NJ,PRIMARY,40.98,-74.03,NA-US-NJ-WESTWOOD,false,13245,24083,1089095041
7677,STANDARD,WOODCLIFF LAKE,NJ,PRIMARY,41.02,-74.05,NA-US-NJ-WOODCLIFF LAKE,false,2945,5471,325436960
7885,STANDARD,WHARTON,NJ,PRIMARY,40.89,-74.58,NA-US-NJ-WHARTON,false,5273,8999,240827990
7981,STANDARD,WHIPPANY,NJ,PRIMARY,40.82,-74.41,NA-US-NJ-WHIPPANY,false,4585,8057,292096795
7999,STANDARD,WHIPPANY,NJ,PRIMARY,40.82,-74.41,NA-US-NJ-WHIPPANY,false,,,
8888,PO BOX,WHITEHOUSE,NJ,PRIMARY,40.62,-74.76,NA-US-NJ-WHITEHOUSE,false,,,
8889,STANDARD,WHITEHOUSE STATION,NJ,PRIMARY,40.6,-74.76,NA-US-NJ-WHITEHOUSE STATION,false,4691,8570,401312434
7095,STANDARD,WOODBRIDGE,NJ,PRIMARY,40.55,-74.28,NA-US-NJ-WOODBRIDGE,false,10018,17272,528315021
7481,STANDARD,WYCKOFF,NJ,PRIMARY,40.99,-74.16,NA-US-NJ-WYCKOFF,false,8079,15208,896273759
10451,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,19434,31477,471446942
10452,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,33517,56277,723508523
10453,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,34152,57691,699611756
10454,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,13139,22387,273119576
10455,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,14914,25139,325274189
10456,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,34793,58750,732907466
10457,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,29023,48779,614273091
10458,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,29920,50085,693447254
10459,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,17977,30434,414021653
10460,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,23466,39507,531807385
10461,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,21862,35421,839765651
10462,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,35620,57854,1197519842
10463,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,31592,50313,1284853119
10464,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,2131,3381,108256016
10465,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,18686,30798,817052868
10466,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,29153,47658,924776075
10467,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,39540,64907,1114305720
10468,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,34706,55824,840612915
10469,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,28964,47625,1017556583
10470,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,7000,10880,260963512
10471,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,9876,15606,623827705
10472,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,26025,43761,630416228
10473,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,26122,42812,817850845
10474,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,4369,7377,97578251
10475,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,21124,31659,740068715
10499,UNIQUE,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,false,,,
10001,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,12534,16553,1031960117
10002,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,45236,70604,1394042364
10003,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,28817,36569,
10004,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,1967,2909,333623384
10005,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,4697,6293,791578339
10006,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,2236,2849,240075649
10007,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,3551,5396,1143186856
10008,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,550,732,27103411
10009,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,31275,42731,1572036810
10010,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,17401,22785,2084544435
10011,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,30434,38784,1264531973
10012,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,13415,17738,1529644615
10013,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,15981,24199,450956340
10014,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,19374,24292,
10016,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,31673,40683,1412438620
10017,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,15803,19975,1685441363
10018,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,4416,5928,810026753
10019,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,24515,31889,
10020,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,1134,1926,207363546
10021,STANDARD,NEW YORK,NY,PRIMARY,40.77,-73.95,NA-US-NY-NEW YORK,false,29820,42627,1022024689
10022,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,20815,29014,731534552
10023,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,34334,48044,1270483799
10024,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,31925,47261,1108944328
10025,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,47778,70190,1675737238
10026,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,16054,24221,647150670
10027,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,25372,37948,918919244
10028,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,25557,36525,964357485
10029,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,31490,48403,1050141146
10030,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,11541,17771,345769267
10031,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,26900,40901,718068721
10032,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,29755,45758,754754912
10033,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,30134,45474,881087274
10034,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,false,20855,32614,604187876
613,PO BOX,ARECIBO,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,false,,,
614,PO BOX,ARECIBO,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,false,,,
714,STANDARD,ARROYO,PR,PRIMARY,17.97,-66.06,NA-US-PR-ARROYO,false,,,
616,STANDARD,BAJADERO,PR,PRIMARY,18.4,-66.66,NA-US-PR-BAJADERO,false,,,
617,STANDARD,BARCELONETA,PR,PRIMARY,18.45,-66.53,NA-US-PR-BARCELONETA,false,,,
794,STANDARD,BARRANQUITAS,PR,PRIMARY,18.18,-66.3,NA-US-PR-BARRANQUITAS,false,,,
622,STANDARD,BOQUERON,PR,PRIMARY,17.99,-67.15,NA-US-PR-BOQUERON,false,,,
623,STANDARD,CABO ROJO,PR,PRIMARY,18.08,-67.14,NA-US-PR-CABO ROJO,false,,,
627,STANDARD,CAMUY,PR,PRIMARY,18.48,-66.84,NA-US-PR-CAMUY,false,,,
729,STANDARD,CANOVANAS,PR,PRIMARY,18.37,-65.9,NA-US-PR-CANOVANAS,false,,,
979,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
981,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
982,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
983,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
984,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
985,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
986,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
987,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
988,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,false,,,
736,STANDARD,CAYEY,PR,PRIMARY,18.11,-66.16,NA-US-PR-CAYEY,false,,,
739,STANDARD,CIDRA,PR,PRIMARY,18.17,-66.15,NA-US-PR-CIDRA,false,,,
769,STANDARD,COAMO,PR,PRIMARY,18.08,-66.36,NA-US-PR-COAMO,false,,,
782,STANDARD,COMERIO,PR,PRIMARY,18.22,-66.22,NA-US-PR-COMERIO,false,,,
783,STANDARD,COROZAL,PR,PRIMARY,18.34,-66.31,NA-US-PR-COROZAL,false,,,
9848,MILITARY,APO,AE,PRIMARY,false,,,,,,
10200,STANDARD,NEW YORK,NY,PRIMARY,40.77,73.95,NA-US-NY-NEW YORK,false,,,
9323,MILITARY,APO,AE,PRIMARY,-44.25,33.53,ME-IQ,false,,,
659,STANDARD,HATILLO,PR,PRIMARY,18.48,-66.82,NA-US-PR-HATILLO,false,,,
660,STANDARD,HORMIGUEROS,PR,PRIMARY,18.14,-67.12,NA-US-PR-HORMIGUEROS,false,,,
791,STANDARD,HUMACAO,PR,PRIMARY,18.15,-65.81,NA-US-PR-HUMACAO,false,,,
792,PO BOX,HUMACAO,PR,PRIMARY,18.15,-65.81,NA-US-PR-HUMACAO,false,,,
662,STANDARD,ISABELA,PR,PRIMARY,18.5,-67.02,NA-US-PR-ISABELA,false,,,
664,STANDARD,JAYUYA,PR,PRIMARY,18.22,-66.59,NA-US-PR-JAYUYA,false,,,
795,STANDARD,JUANA DIAZ,PR,PRIMARY,18.05,-66.5,NA-US-PR-JUANA DIAZ,false,,,
777,STANDARD,JUNCOS,PR,PRIMARY,18.22,-65.91,NA-US-PR-JUNCOS,false,,,
728,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
725,STANDARD,CAGUAS,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,false,,,
726,PO BOX,CAGUAS,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,false,,,
727,STANDARD,CAGUAS,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,false,,,
737,PO BOX,CAYEY,PR,PRIMARY,18.11,-66.16,NA-US-PR-CAYEY,false,,,
735,STANDARD,CEIBA,PR,PRIMARY,18.26,-65.64,NA-US-PR-CEIBA,false,,,
742,PO BOX,ROOSEVELT ROADS,PR,PRIMARY,18.27,-65.65,NA-US-PR-ROOSEVELT ROADS,false,,,
638,STANDARD,CIALES,PR,PRIMARY,18.33,-66.47,NA-US-PR-CIALES,false,,,
780,STANDARD,COTO LAUREL,PR,PRIMARY,18.09,-66.57,NA-US-PR-COTO LAUREL,false,,,
775,PO BOX,CULEBRA,PR,PRIMARY,18.31,-65.3,NA-US-PR-CULEBRA,false,,,
646,STANDARD,DORADO,PR,PRIMARY,18.47,-66.27,NA-US-PR-DORADO,false,,,
647,STANDARD,ENSENADA,PR,PRIMARY,17.96,-66.94,NA-US-PR-ENSENADA,false,,,
738,STANDARD,FAJARDO,PR,PRIMARY,18.33,-65.65,NA-US-PR-FAJARDO,false,,,
650,STANDARD,FLORIDA,PR,PRIMARY,18.36,-66.56,NA-US-PR-FLORIDA,false,,,
652,STANDARD,GARROCHALES,PR,PRIMARY,18.45,-66.6,NA-US-PR-GARROCHALES,false,,,
653,STANDARD,GUANICA,PR,PRIMARY,17.97,-66.93,NA-US-PR-GUANICA,false,,,
784,STANDARD,GUAYAMA,PR,PRIMARY,17.97,-66.11,NA-US-PR-GUAYAMA,false,,,
785,PO BOX,GUAYAMA,PR,PRIMARY,17.97,-66.11,NA-US-PR-GUAYAMA,false,,,
656,STANDARD,GUAYANILLA,PR,PRIMARY,18.02,-66.79,NA-US-PR-GUAYANILLA,false,,,
965,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,false,,,
966,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,false,,,
968,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,false,,,
969,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,false,,,
970,PO BOX,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,false,,,
971,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,false,,,
778,STANDARD,GURABO,PR,PRIMARY,18.25,-65.97,NA-US-PR-GURABO,false,,,
667,STANDARD,LAJAS,PR,PRIMARY,18.04,-67.06,NA-US-PR-LAJAS,false,,,
786,PO BOX,LA PLATA,PR,PRIMARY,18.16,-66.23,NA-US-PR-LA PLATA,false,,,
669,STANDARD,LARES,PR,PRIMARY,18.29,-66.88,NA-US-PR-LARES,false,,,
670,STANDARD,LAS MARIAS,PR,PRIMARY,18.27,-67.06,NA-US-PR-LAS MARIAS,false,,,
771,STANDARD,LAS PIEDRAS,PR,PRIMARY,18.18,-65.86,NA-US-PR-LAS PIEDRAS,false,,,
931,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
933,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
934,STANDARD,FORT BUCHANAN,PR,PRIMARY,18.41,-66.11,NA-US-PR-FORT BUCHANAN,false,,,
935,UNIQUE,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
936,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
772,STANDARD,LOIZA,PR,PRIMARY,18.43,-65.88,NA-US-PR-LOIZA,false,,,
773,STANDARD,LUQUILLO,PR,PRIMARY,18.37,-65.71,NA-US-PR-LUQUILLO,false,,,
674,STANDARD,MANATI,PR,PRIMARY,18.43,-66.48,NA-US-PR-MANATI,false,,,
606,STANDARD,MARICAO,PR,PRIMARY,18.18,-66.98,NA-US-PR-MARICAO,false,,,
707,STANDARD,MAUNABO,PR,PRIMARY,18,-65.9,NA-US-PR-MAUNABO,false,,,
636,PO BOX,ROSARIO,PR,PRIMARY,18.15,-67.06,NA-US-PR-ROSARIO,false,,,
680,STANDARD,MAYAGUEZ,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,false,,,
681,PO BOX,MAYAGUEZ,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,false,,,
682,STANDARD,MAYAGUEZ,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,false,,,
715,STANDARD,MERCEDITA,PR,PRIMARY,18,-66.56,NA-US-PR-MERCEDITA,false,,,
676,STANDARD,MOCA,PR,PRIMARY,18.39,-67.11,NA-US-PR-MOCA,false,,,
687,STANDARD,MOROVIS,PR,PRIMARY,18.32,-66.4,NA-US-PR-MOROVIS,false,,,
718,STANDARD,NAGUABO,PR,PRIMARY,18.21,-65.73,NA-US-PR-NAGUABO,false,,,
719,STANDARD,NARANJITO,PR,PRIMARY,18.3,-66.24,NA-US-PR-NARANJITO,false,,,
720,STANDARD,OROCOVIS,PR,PRIMARY,18.22,-66.39,NA-US-PR-OROCOVIS,false,,,
723,STANDARD,PATILLAS,PR,PRIMARY,18,-66.01,NA-US-PR-PATILLAS,false,,,
624,STANDARD,PENUELAS,PR,PRIMARY,18.06,-66.72,NA-US-PR-PENUELAS,false,,,
716,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
717,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
730,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
731,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
732,PO BOX,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
733,PO BOX,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
734,PO BOX,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,false,,,
740,STANDARD,PUERTO REAL,PR,PRIMARY,18.33,-65.63,NA-US-PR-PUERTO REAL,false,,,
741,STANDARD,PUNTA SANTIAGO,PR,PRIMARY,18.15,-65.76,NA-US-PR-PUNTA SANTIAGO,false,,,
678,STANDARD,QUEBRADILLAS,PR,PRIMARY,18.47,-66.93,NA-US-PR-QUEBRADILLAS,false,,,
677,STANDARD,RINCON,PR,PRIMARY,18.34,-67.25,NA-US-PR-RINCON,false,,,
744,PO BOX,RIO BLANCO,PR,PRIMARY,18.22,-65.79,NA-US-PR-RIO BLANCO,false,,,
721,PO BOX,PALMER,PR,PRIMARY,18.37,-65.77,NA-US-PR-PALMER,false,,,
745,STANDARD,RIO GRANDE,PR,PRIMARY,18.38,-65.83,NA-US-PR-RIO GRANDE,false,,,
637,STANDARD,SABANA GRANDE,PR,PRIMARY,18.08,-66.96,NA-US-PR-SABANA GRANDE,false,,,
688,STANDARD,SABANA HOYOS,PR,PRIMARY,18.38,-66.62,NA-US-PR-SABANA HOYOS,false,,,
952,STANDARD,SABANA SECA,PR,PRIMARY,18.42,-66.19,NA-US-PR-SABANA SECA,false,,,
751,STANDARD,SALINAS,PR,PRIMARY,17.97,-66.29,NA-US-PR-SALINAS,false,,,
690,STANDARD,SAN ANTONIO,PR,PRIMARY,18.49,-67.09,NA-US-PR-SAN ANTONIO,false,,,
683,STANDARD,SAN GERMAN,PR,PRIMARY,18.08,-67.04,NA-US-PR-SAN GERMAN,false,,,
901,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
902,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
906,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
907,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
908,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
909,STANDARD,SAN JUAN,PR,PRIMARY,18.44,-66.06,NA-US-PR-SAN JUAN,false,,,
910,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
911,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
912,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
913,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
914,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
915,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
916,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
917,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
918,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
919,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
920,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
921,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
922,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
923,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
924,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
925,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
926,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
927,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
928,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
929,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
930,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
937,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
939,UNIQUE,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
940,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
955,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
956,STANDARD,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,false,,,
957,STANDARD,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,false,,,
958,PO BOX,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,false,,,
959,STANDARD,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,false,,,
801,PO BOX,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,false,,,
802,STANDARD,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,false,,,
803,PO BOX,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,false,,,
804,PO BOX,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,false,,,
805,PO BOX,ST THOMAS,VI,PRIMARY,18.34,-64.93,NA-US-VI-ST THOMAS,false,,,
820,STANDARD,CHRISTIANSTED,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,false,,,
821,PO BOX,CHRISTIANSTED,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,false,,,
822,PO BOX,CHRISTIANSTED,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,false,,,
823,PO BOX,CHRISTIANSTED,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,false,,,
824,PO BOX,CHRISTIANSTED,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,false,,,
830,STANDARD,ST JOHN,VI,PRIMARY,18.33,-64.79,NA-US-VI-ST JOHN,false,,,
831,PO BOX,ST JOHN,VI,PRIMARY,18.33,-64.79,NA-US-VI-ST JOHN,false,,,
840,STANDARD,FREDERIKSTED,VI,PRIMARY,17.71,-64.88,NA-US-VI-FREDERIKSTED,false,,,
841,PO BOX,FREDERIKSTED,VI,PRIMARY,17.71,-64.88,NA-US-VI-FREDERIKSTED,false,,,
850,STANDARD,KINGSHILL,VI,PRIMARY,17.76,-64.82,NA-US-VI-KINGSHILL,false,,,
851,PO BOX,KINGSHILL,VI,PRIMARY,17.73,-64.8,NA-US-VI-KINGSHILL,false,,,
2478,STANDARD,BELMONT,MA,PRIMARY,42.39,-71.18,NA-US-MA-BELMONT,false,12132,21169,955500316
2479,PO BOX,WAVERLEY,MA,PRIMARY,42.39,-71.17,NA-US-MA-WAVERLEY,false,,,
2445,STANDARD,BROOKLINE,MA,PRIMARY,42.32,-71.14,NA-US-MA-BROOKLINE,false,10219,16149,871688763
2446,STANDARD,BROOKLINE,MA,PRIMARY,42.32,-71.14,NA-US-MA-BROOKLINE,false,14601,21302,1038890274
2447,PO BOX,BROOKLINE VILLAGE,MA,PRIMARY,42.33,-71.13,NA-US-MA-BROOKLINE VILLAGE,false,,,
